seed,algorithm,load,total_joins,accepted,acceptance_rate,stale_rejections,stale_rejection_rate,first_rejection,mean_path_len,mean_bottleneck,flooded
4,pruned,5000.0,24969,7387,0.2958,0,0.0,299,8.213,65.2,7992
4,sp,5000.0,25056,6877,0.2745,0,0.0,299,7.428,77.7,0
5,swp,5000.0,25313,10967,0.4333,0,0.0,634,8.667,80.1,7704
5,pruned,5000.0,24919,10768,0.4321,0,0.0,282,8.404,81.9,7976
5,sp,5000.0,25208,9448,0.3748,0,0.0,282,7.316,101.5,0
6,swp,5000.0,24822,8765,0.3531,0,0.0,342,7.656,73.1,6919
6,pruned,5000.0,25084,8758,0.3491,0,0.0,237,7.417,78.9,7263
6,sp,5000.0,24967,8050,0.3224,0,0.0,237,6.9,86.7,0
7,swp,5000.0,24922,9685,0.3886,0,0.0,558,9.045,57.0,6600
7,pruned,5000.0,24916,9607,0.3856,0,0.0,348,8.707,59.6,6507
7,sp,5000.0,24998,8771,0.3509,0,0.0,348,7.492,68.2,0
8,swp,5000.0,25075,10281,0.41,0,0.0,235,8.822,67.0,7075
8,pruned,5000.0,24760,10515,0.4247,0,0.0,289,8.562,66.3,7422
8,sp,5000.0,25206,9648,0.3828,0,0.0,289,7.733,74.3,0
9,swp,5000.0,24780,10026,0.4046,0,0.0,525,9.014,63.9,6200
9,pruned,5000.0,25020,10191,0.4073,0,0.0,273,8.607,64.0,6529
9,sp,5000.0,24758,9083,0.3669,0,0.0,273,7.703,73.7,0
0,swp,10000.0,50293,14748,0.2932,0,0.0,756,8.442,70.4,10052
0,pruned,10000.0,49971,14503,0.2902,0,0.0,236,8.193,71.9,9496
0,sp,10000.0,50161,12880,0.2568,0,0.0,236,6.669,82.8,0
1,swp,10000.0,49801,11890,0.2388,0,0.0,464,8.04,82.1,10604
1,pruned,10000.0,49645,11757,0.2368,0,0.0,299,7.668,87.0,10619
1,sp,10000.0,50064,10308,0.2059,0,0.0,299,6.501,101.9,0
2,swp,10000.0,50390,16722,0.3319,0,0.0,553,8.253,66.5,12376
2,pruned,10000.0,49853,16716,0.3353,0,0.0,345,7.888,71.9,12084
2,sp,10000.0,50156,14548,0.2901,0,0.0,345,7.079,85.4,0
3,swp,10000.0,50228,15759,0.3137,0,0.0,539,8.743,76.2,9072
3,pruned,10000.0,49814,16029,0.3218,0,0.0,276,8.544,77.3,9435
3,sp,10000.0,49760,14368,0.2887,0,0.0,276,7.375,93.2,0
4,swp,10000.0,49730,10575,0.2126,0,0.0,362,7.245,88.5,9579
4,pruned,10000.0,50471,10404,0.2061,0,0.0,285,6.993,91.0,10350
4,sp,10000.0,49843,9391,0.1884,0,0.0,285,6.431,96.6,0
5,swp,10000.0,50155,15808,0.3152,0,0.0,525,7.454,93.6,10929
5,pruned,10000.0,49637,15227,0.3068,0,0.0,249,7.166,96.9,9574
5,sp,10000.0,50353,14023,0.2785,0,0.0,249,6.475,115.3,0
6,swp,10000.0,49789,12673,0.2545,0,0.0,350,6.674,87.7,9452
6,pruned,10000.0,49894,12781,0.2562,0,0.0,247,6.458,90.9,9562
6,sp,10000.0,49666,11679,0.2352,0,0.0,247,6.138,98.5,0
7,swp,10000.0,50072,13244,0.2645,0,0.0,602,7.745,69.8,8293
7,pruned,10000.0,49947,13395,0.2682,0,0.0,274,7.461,76.7,8223
7,sp,10000.0,49765,12074,0.2426,0,0.0,274,6.603,84.0,0
8,swp,10000.0,50048,13607,0.2719,0,0.0,323,7.63,81.2,8849
8,pruned,10000.0,50033,13946,0.2787,0,0.0,327,7.335,76.8,9334
8,sp,10000.0,50112,13388,0.2672,0,0.0,327,6.836,88.5,0
9,swp,10000.0,49704,14924,0.3003,0,0.0,524,8.052,62.0,10133
9,pruned,10000.0,50148,14739,0.2939,0,0.0,239,7.66,63.9,9682
9,sp,10000.0,50003,12951,0.259,0,0.0,239,6.857,86.2,0
0,swp,20000.0,99509,19177,0.1927,0,0.0,563,7.174,91.3,11780
0,pruned,20000.0,99806,19231,0.1927,0,0.0,275,6.956,91.6,11565
0,sp,20000.0,99612,17130,0.172,0,0.0,275,5.743,111.3,0
1,swp,20000.0,99923,16063,0.1608,0,0.0,392,6.706,105.8,13330
1,pruned,20000.0,99776,15900,0.1594,0,0.0,247,6.541,105.7,13009
1,sp,20000.0,100265,14366,0.1433,0,0.0,247,5.676,123.6,0
2,swp,20000.0,100267,22264,0.222,0,0.0,585,7.185,80.8,14702
2,pruned,20000.0,100202,22329,0.2228,0,0.0,354,6.879,85.3,14825
2,sp,20000.0,99900,19776,0.198,0,0.0,354,6.244,97.1,0
3,swp,20000.0,99935,21207,0.2122,0,0.0,335,7.401,93.4,11451
3,pruned,20000.0,99700,21244,0.2131,0,0.0,296,7.073,89.5,11103
3,sp,20000.0,100108,19636,0.1961,0,0.0,296,6.451,103.3,0
